0.00000000e+000	6.16045714e-001	
4.66911274e-001	6.16044722e-001	
9.33822548e-001	6.16043730e-001	
1.40073382e+000	6.16042738e-001	
1.86764510e+000	6.16041746e-001	
2.33455637e+000	6.16040754e-001	
2.80146765e+000	6.16039762e-001	
3.26837892e+000	6.16038770e-001	
3.73529019e+000	6.16037778e-001	
4.20220147e+000	6.16036786e-001	
4.66911274e+000	6.16035794e-001	
5.13602402e+000	6.16034802e-001	
5.60293529e+000	6.16033810e-001	
6.06984656e+000	6.16032818e-001	
6.53675784e+000	6.16031826e-001	
7.00366911e+000	6.16030834e-001	
7.47058039e+000	6.16029842e-001	
7.93749166e+000	6.16028850e-001	
8.40440294e+000	6.16027858e-001	
8.87131421e+000	6.16026866e-001	
9.33822548e+000	6.16025873e-001	
9.80513676e+000	6.16024881e-001	
1.02720480e+001	6.16023889e-001	
1.07389593e+001	6.16022897e-001	
1.12058706e+001	6.16021905e-001	
1.16727819e+001	6.16020913e-001	
1.21396931e+001	6.16019921e-001	
1.26066044e+001	6.16018929e-001	
1.30735157e+001	6.16017937e-001	
1.35404270e+001	6.16016945e-001	
1.40073382e+001	6.16015953e-001	
1.44742495e+001	6.16014961e-001	
1.49411608e+001	6.16013969e-001	
1.54080720e+001	6.16012977e-001	
1.58749833e+001	6.16011985e-001	
1.63418946e+001	6.16010993e-001	
1.68088059e+001	6.16010001e-001	
1.72757171e+001	6.16008012e-001	
1.77426284e+001	6.16005607e-001	
1.82095397e+001	6.16003201e-001	
1.86764510e+001	6.16000796e-001	
1.91433622e+001	6.15998390e-001	
1.96102735e+001	6.15995985e-001	
2.00771848e+001	6.15993579e-001	
2.05440961e+001	6.15991174e-001	
2.10110073e+001	6.15988768e-001	
2.14779186e+001	6.15986362e-001	
2.19448299e+001	6.15983957e-001	
2.24117412e+001	6.15981551e-001	
2.28786524e+001	6.15979146e-001	
2.33455637e+001	6.15973213e-001	
2.38124750e+001	6.15966697e-001	
2.42793863e+001	6.15960181e-001	
2.47462975e+001	6.15953665e-001	
2.52132088e+001	6.15947149e-001	
2.56801201e+001	6.15940632e-001	
2.61470314e+001	6.15934116e-001	
2.66139426e+001	6.15927600e-001	
2.70808539e+001	6.15921084e-001	
2.75477652e+001	6.15914568e-001	
2.80146765e+001	6.15908052e-001	
2.84815877e+001	6.15901536e-001	
2.89484990e+001	6.15895020e-001	
2.94154103e+001	6.15888504e-001	
2.98823215e+001	6.15881988e-001	
3.03492328e+001	6.15875472e-001	
3.08161441e+001	6.15868956e-001	
3.12830554e+001	6.15862440e-001	
3.17499666e+001	6.15855924e-001	
3.22168779e+001	6.15849408e-001	
3.26837892e+001	6.15842892e-001	
3.31507005e+001	6.15836375e-001	
3.36176117e+001	6.15829859e-001	
3.40845230e+001	6.15823343e-001	
3.45514343e+001	6.15816827e-001	
3.50183456e+001	6.15810311e-001	
3.54852568e+001	6.15803981e-001	
3.59521681e+001	6.15797788e-001	
3.64190794e+001	6.15791596e-001	
3.68859907e+001	6.15785404e-001	
3.73529019e+001	6.15778946e-001	
3.78198132e+001	6.15771013e-001	
3.82867245e+001	6.15763080e-001	
3.87536358e+001	6.15755148e-001	
3.92205470e+001	6.15747215e-001	
3.96874583e+001	6.15739283e-001	
4.01543696e+001	6.15731350e-001	
4.06212809e+001	6.15723418e-001	
4.10881921e+001	6.15715485e-001	
4.15551034e+001	6.15707553e-001	
4.20220147e+001	6.15699620e-001	
4.24889260e+001	6.15691688e-001	
4.29558372e+001	6.15683755e-001	
4.34227485e+001	6.15675823e-001	
4.38896598e+001	6.15667890e-001	
4.43565710e+001	6.15661177e-001	
4.48234823e+001	6.15654811e-001	
4.52903936e+001	6.15648446e-001	
4.57573049e+001	6.15642081e-001	
4.62242161e+001	6.15635716e-001	
4.66911274e+001	6.15629350e-001	
4.71580387e+001	6.15622985e-001	
4.76249500e+001	6.15616620e-001	
4.80918612e+001	6.15610255e-001	
4.85587725e+001	6.15603889e-001	
4.90256838e+001	6.15597524e-001	
4.94925951e+001	6.15591159e-001	
4.99595063e+001	6.15584794e-001	
5.04264176e+001	6.15578428e-001	
5.08933289e+001	6.15572063e-001	
5.13602402e+001	6.15565698e-001	
5.18271514e+001	6.15559333e-001	
5.22940627e+001	6.15552967e-001	
5.27609740e+001	6.15546338e-001	
5.32278853e+001	6.15539007e-001	
5.36947965e+001	6.15531676e-001	
5.41617078e+001	6.15524345e-001	
5.46286191e+001	6.15517014e-001	
5.50955304e+001	6.15509684e-001	
5.55624416e+001	6.15502353e-001	
5.60293529e+001	6.15495022e-001	
5.64962642e+001	6.15487691e-001	
5.69631755e+001	6.15480360e-001	
5.74300867e+001	6.15473082e-001	
5.78969980e+001	6.15466477e-001	
5.83639093e+001	6.15459872e-001	
5.88308205e+001	6.15453267e-001	
5.92977318e+001	6.15446662e-001	
5.97646431e+001	6.15440057e-001	
6.02315544e+001	6.15433452e-001	
6.06984656e+001	6.15426847e-001	
6.11653769e+001	6.15420241e-001	
6.16322882e+001	6.15413636e-001	
6.20991995e+001	6.15407031e-001	
6.25661107e+001	6.15400426e-001	
6.30330220e+001	6.15393821e-001	
6.34999333e+001	6.15387216e-001	
6.39668446e+001	6.15380611e-001	
6.44337558e+001	6.15374006e-001	
6.49006671e+001	6.15367400e-001	
6.53675784e+001	6.15360795e-001	
6.58344897e+001	6.15354190e-001	
6.63014009e+001	6.15343446e-001	
6.67683122e+001	6.15331900e-001	
6.72352235e+001	6.15320354e-001	
6.77021348e+001	6.15308809e-001	
6.81690460e+001	6.15297263e-001	
