COLUMNS = r z B Br Bz ZONE I=4 J=4201 
259.8 -209.8 0.596577512645783 -0.4993027224659005 0.3264988819778244
259.9 -209.8 0.6000153055024354 -0.5077279057535454 0.3197354227424604
260 -209.8 0.6036269222527378 -0.5161530890412311 0.3129719635071291
260.1 -209.8 0.5988754284417979 -0.5211988845959337 0.2949635595922003
259.8 -209.7 0.5994120882235083 -0.4958844994320214 0.3367393869619658
259.9 -209.7 0.6026710288074598 -0.5043096827196663 0.3299759277266018
260 -209.7 0.6061050590514798 -0.5127348660073521 0.3232124684912705
260.1 -209.7 0.6010377147247575 -0.5177806615620542 0.3052040645763429
259.8 -209.6 0.6019977518741113 -0.4912874490744747 0.3479050669987138
259.9 -209.6 0.6055076180136648 -0.5008914596857871 0.3402164327107433
260 -209.6 0.6087645918820852 -0.5093166429734728 0.333452973475412
260.1 -209.6 0.6005339651417407 -0.51510948234184 0.3087122681241923
259.8 -209.5 0.6030207037082346 -0.4812909831182591 0.3633083520507532
259.9 -209.5 0.6061362235125785 -0.4916466247762059 0.3545204053369214
260 -209.5 0.6076560659733501 -0.5013227252570809 0.3433968835837358
260.1 -209.5 0.5915579730375278 -0.5045605833226723 0.3088032597323953
259.8 -209.4 0.60173564739674 -0.4703166146421074 0.3753505978942372
259.9 -209.4 0.602539931926151 -0.4799927151231047 0.3642270761411357
260 -209.4 0.603703295581868 -0.4896688156039796 0.3531035543879501
260.1 -209.4 0.5847462628238053 -0.4913437585051251 0.3170323372535743
259.8 -209.3 0.5988660761183117 -0.4586627049890061 0.3850572686984514
259.9 -209.3 0.599306001816817 -0.4683388054700034 0.3739337469453499
260 -209.3 0.6001079151412819 -0.4780149059508784 0.3628102251921643
260.1 -209.3 0.5803970455457755 -0.4796898488520238 0.3267390080577886
259.8 -209.2 0.5964964567415714 -0.4507683613010253 0.3906608597687228
259.9 -209.2 0.5964403274413584 -0.4566848958169021 0.3836404177495641
260 -209.2 0.5968763830732725 -0.4663609962977771 0.3725168959963786
260.1 -209.2 0.576414204549759 -0.4680359391989224 0.3364456788620029
259.8 -209.1 0.5944093692489596 -0.4478923582206071 0.3907875813002883
259.9 -209.1 0.5937432152491814 -0.4525882582132319 0.3843109082265928
260 -209.1 0.5925890896234421 -0.4564927461655742 0.3778573829356159
260.1 -209.1 0.5716077451824003 -0.4581676890052003 0.3417861657588587
259.8 -209 0.5893144174573993 -0.4408889806882188 0.3910350231511973
259.9 -209 0.5880001345593561 -0.4447934686406329 0.3845814978602782
260 -209 0.5867798734534797 -0.4486979565929752 0.3781279725693013
260.1 -209 0.5655427238087348 -0.4503728994326015 0.3420567553925442
259.8 -208.9 0.583687125928822 -0.4330941911156232 0.3913056127848826
259.9 -208.9 0.5823048812741232 -0.4369986790680372 0.3848520874939635
260 -208.9 0.5810172756174193 -0.4409031670203796 0.3783985622029866
