190.2538071065989 5993.409742120344
295.8375634517765 5977.363896848137
385.17766497461906 5977.363896848137
485.8883248730962 5979.369627507163
581.725888324873 5971.34670487106
693.8071065989845 5973.352435530086
797.7664974619288 5973.352435530086
891.979695431472 5957.306590257879
982.9441624365479 5961.318051575931
1090.1522842639592 5951.289398280802
1197.3604060913706 5953.295128939828
1293.1979695431473 5947.277936962751
1382.53807106599 5947.277936962751
1484.8730964467004 5937.249283667621
1583.9593908629442 5935.243553008596
1684.670050761421 5931.232091690544
1787.0050761421319 5949.283667621776
1858.4771573604062 5953.295128939828
