-1904.4790745476705 6351.162790697675
-1858.3020626688017 6332.558139534884
-1870.6977939243288 6316.279069767442
-1827.6129926623485 6295.3488372093025
-1781.4180549248308 6281.395348837209
-1686.0973015607447 6213.9534883720935
-1575.2796433949188 6167.441860465116
-1507.5647123497215 6137.209302325581
-1365.833910944334 6111.627906976744
-1301.1843017280526 6086.0465116279065
-1196.3986949974903 6074.418604651163
-1116.3059585554147 6055.813953488372
-986.8543703243383 6044.186046511628
-798.9017423934604 6011.627906976744
-595.470135519492 5995.3488372093025
-373.47630201486686 5995.3488372093025
-176.2201534453502 5976.7441860465115
27.301082721862258 5983.720930232558
236.96192547622968 5983.720930232558
434.30770333898954 5988.372093023256
616.2641315519018 6000
810.6162910203407 6027.906976744186
983.4036425344771 6060.46511627907
1100.6297951671886 6076.7441860465115
1196.2821769162747 6095.3488372093025
1319.6927507827622 6116.279069767442
1399.9109682353778 6130.232558139535
1498.6914123186498 6160.46511627907
1585.0940510050427 6179.069767441861
1702.4456846482944 6227.906976744186
1764.2898969860653 6274.418604651162
1810.5744640168268 6283.720930232558
1875.4660723248644 6320.930232558139
1853.8295609359693 6306.976744186047
1915.6020698391449 6334.883720930233
